Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
3490,79,row-9afb_cdpt_isz5,rv-yjdy_8g43~sffr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0401,Concourse-Concourse Village,Cncrs,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),29504.1863169,2.462241748322140,67987901,02/13/2026 09:43:58 PM,02/13/2026 10:22:15 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE,RESIDENTIAL BUILDING,10456,1075 WEBSTER AVENUE,WEBSTER AVENUE,CLAY AVENUE,TELLER AVENUE,RIVER AVENUE,EAST 167 STREET,ADDRESS,BRONX,GRAND CONCOURSE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,04 BRONX,16,Precinct 44,2024250020,BRONX,1008701,241238,ONLINE,Unspecified,BRONX,,,,,,,,40.828784209959998,-73.911647952829995,POINT (-73.911647952828 40.828784209956),0.091541472035874,0.000262844293769
2481,80,row-b2vm.27jm.bhx6,rv-kjgs-smhn.qqqb,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0402,Highbridge,Hghbrdg,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),15723.4262679,1.212225159939162,67981966,02/13/2026 06:37:07 PM,02/12/2026 09:40:00 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,MULTIPLE ROOMS OR AREAS,RESIDENTIAL BUILDING,10452,1314 MERRIAM AVENUE,MERRIAM AVENUE,W 168 ST,SEDGWICK AVE,SEDGWICK AVENUE,WEST 167 STREET,ADDRESS,BRONX,PLIMPTON AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,04 BRONX,16,Precinct 44,2025310005,BRONX,1004693,245584,ONLINE,Unspecified,BRONX,,,,,,,,40.840722907230003,-73.926117338940003,POINT (-73.926117338942 40.840722907226),0.047244679983676,0.000129424458944
3176,81,row-qmqi~4seq.rkdf,rv-xk4k.46tp~z5pj,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0403,Mount Eden-Claremont (West),MtEdn,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),21598.9595544,1.264191226139884,67985052,02/13/2026 05:42:04 PM,02/12/2026 05:44:51 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,CLARKE PL W,W 170 ST,COLLEGE AVENUE,EAST 171 STREET,ADDRESS,BRONX,EAST MOUNT EDEN AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,04 BRONX,16,Precinct 44,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,,,,,,,,40.839248421089998,-73.913448284940003,POINT (-73.91344828494 40.839248421087),0.069389581237053,0.000134979931310
30,82,row-qbt9_xr5r-br6c,rv-e7zw~prp9~evh2,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0491,Yankee Stadium-Macombs Dam Park,YnkStdm,9,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),9678.13206105,0.261159355553148,67981749,02/13/2026 06:25:02 AM,02/13/2026 06:25:02 AM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,10451,EAST 161 STREET,EAST 161 STREET,EAST 161 STREET,RIVER AVENUE,EAST 161 STREET,RIVER AVENUE,INTERSECTION,BRONX,EAST  161 STREET,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,02/13/2026 06:25:02 AM,04 BRONX,16,Precinct 44,2024930001,BRONX,1004749,240880,UNKNOWN,Unspecified,BRONX,,,,,,,,40.827811659010003,-73.925929325929999,POINT (-73.92592932593 40.827811659012),0.029671854402313,0.000027880098935
39,83,row-niyw.rau7_57hv,rv-e8pn_rdkj_hqd9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0492,Claremont Park,ClrmntPk,9,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),6257.33921463,0.172998835284705,67490921,01/14/2026 09:12:01 AM,01/21/2026 07:04:49 AM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",N/A,Street,10457,MORRIS AVENUE,MORRIS AVENUE,MORRIS AVENUE,EAST MT EDEN AVENUE,MORRIS AVENUE,EAST MT EDEN AVENUE,INTERSECTION,BRONX,,,Closed,,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",01/21/2026 07:04:52 AM,04 BRONX,15,Precinct 44,2027940005,BRONX,1009274,246390,ONLINE,Unspecified,BRONX,,,,,,,,40.842923347540001,-73.909558236319995,POINT (-73.909558236318 40.842923347535),0.019173268407245,0.000018471377954
3148,84,row-4mn2~ifgx~8ui2,rv-cu83.6pia~zmmh,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0501,University Heights (South)-Morris Heights,UnvrsHts_S,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),21833.8722635,1.824878331260755,67987895,02/13/2026 06:02:50 AM,02/13/2026 03:36:25 PM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,CRACKED OR LEAKING,RESIDENTIAL BUILDING,10453,226 WEST TREMONT AVENUE,WEST TREMONT AVENUE,METRO NORTH HUDSON LINE,WASHINGTON BRIDGE,METRO NORTH HUDSON LINE,WASHINGTON BRIDGE,ADDRESS,BRONX,WASHINGTON BRIDGE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,05 BRONX,14,Precinct 46,2028770516,BRONX,1006965,249944,PHONE,Unspecified,BRONX,,,,,,,,40.852684266860003,-73.917891381049998,POINT (-73.917891381053 40.852684266858),0.069183416702335,0.000194878412637
2915,85,row-5k6g_3kqi~2nu9,rv-3cxz.zvr4.jihk,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0502,Mount Hope,MtHp,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),16278.235568,1.178191193548920,67986185,02/13/2026 07:33:54 PM,02/13/2026 03:59:00 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,DIMS OR FLICKERS,RESIDENTIAL BUILDING,10453,1939 GRAND CONCOURSE,GRAND CONCOURSE,E 180 ST,E 181 ST,EAST BURNSIDE AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,CRESTON AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,05 BRONX,14,Precinct 46,2028080012,BRONX,1010469,249125,PHONE,Unspecified,BRONX,,,,,,,,40.850426645959999,-73.905228575120006,POINT (-73.905228575117 40.850426645958),0.051768198950824,0.000125815098651
2083,86,row-hpjp-8jgb~i39i,rv-w9sh_ftm3-6jbz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0503,Fordham Heights,FrdhmHts,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),12917.280386,0.685545154017706,67986453,02/13/2026 03:11:26 PM,02/12/2026 06:40:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING,RESIDENTIAL BUILDING,10458,2381 VALENTINE AVENUE,VALENTINE AVENUE,E 184 ST,E 187 ST,EAST FORDHAM ROAD,JEROME AVENUE,ADDRESS,BRONX,EAST 184 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,05 BRONX,15,Precinct 46,2031520032,BRONX,1012684,252305,PHONE,Unspecified,BRONX,,,,,,,,40.859147936509999,-73.897208735760003,POINT (-73.897208735761 40.859147936506),0.041375174337305,0.000073216724159
967,87,row-zxmu-8q5z.dkjx,rv-7unu~yztt.csmx,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0601,West Farms,WstFrms,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),21993.6266611,1.087096794202582,67980806,02/13/2026 03:29:58 PM,02/11/2026 08:28:08 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,BROKEN OR MISSING,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,BRONX PARK AVE,MORRIS PARK AVE,CROSS BRONX EXPRESSWAY,VYSE AVENUE,ADDRESS,BRONX,LONGFELLOW AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 BRONX,15,Precinct 48,2030167501,BRONX,1017088,244768,PHONE,Unspecified,BRONX,,,,,,,,40.838445833500003,-73.881324842870001,POINT (-73.881324842865 40.838445833501),0.068299755116511,0.000116072590360
1926,88,row-gk5r~ggvz~n574,rv-jeus_egtw_p6wt,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0602,Tremont,Trmnt,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),18324.1067374,1.470608867745595,67979238,02/13/2026 04:13:46 PM,02/12/2026 07:03:03 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT,RESIDENTIAL BUILDING,10457,1791 PROSPECT AVENUE,PROSPECT AVENUE,E 179 ST,E 180 ST,EAST 175 STREET,SOUTHERN BOULEVARD,ADDRESS,BRONX,PARK AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,06 BRONX,15,Precinct 48,2029480044,BRONX,1014183,245842,ONLINE,Unspecified,BRONX,,,,,,,,40.841403972990001,-73.891818586580001,POINT (-73.891818586582 40.841403972986),0.057223878602517,0.000157034538957
2025,89,row-6ygh.h4es~y5xc,rv-iwzq~nthn_kabn,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0603,Belmont,Blmnt,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),19746.6538537,1.523069677319835,67988507,02/13/2026 09:32:00 PM,02/13/2026 09:32:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WA2,RESIDENTIAL BUILDING,10458,4724 3 AVENUE,3 AVENUE,E 188 ST,E 189 ST,EAST 189 STREET,3 AVENUE,INTERSECTION,BRONX,ARTHUR AVENUE,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 09:32:00 PM,06 BRONX,15,Precinct 48,2030427501,BRONX,1014358,252631,PHONE,Unspecified,BRONX,,,,,,,,40.860037157569998,-73.891155628839996,POINT (-73.891155628843 40.860037157566),0.060249442437544,0.000162662233838
2878,90,row-32rb_7drc.fip6,rv-zh7k.rigb-92r9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0701,University Heights (North)-Fordham,UnvrsHts_N,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),27360.6204704,1.701392298219117,67983669,02/13/2026 07:47:10 PM,02/12/2026 05:52:37 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO HOT WATER,RESIDENTIAL BUILDING,10468,2643 SEDGWICK AVENUE,SEDGWICK AVENUE,MARION AVENUE,DECATUR AVENUE,MARION AVENUE,DECATUR AVENUE,ADDRESS,BRONX,EAST 194 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,07 BRONX,14,Precinct 52,2032370103,BRONX,1010666,256059,ONLINE,Unspecified,BRONX,,,,,,,,40.869457792589998,-73.904489169810006,POINT (-73.904489169811 40.869457792588),0.086993783362694,0.000181725718257
2902,91,row-t55e~r28c_nwvd,rv-v9ih.smu6-bjqq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0702,Bedford Park,BdfrdPk,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),20847.6055206,2.281144572140688,67980793,02/13/2026 02:49:16 PM,02/13/2026 08:45:48 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING,RESIDENTIAL BUILDING,10458,2679 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,E 196 ST,PARKVIEW TER,BEDFORD PARK BOULEVARD,GRAND CONCOURSE,ADDRESS,BRONX,SEDGWICK AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,07 BRONX,15,Precinct 52,2032940061,BRONX,1014306,254671,PHONE,Unspecified,BRONX,,,,,,,,40.865636514220000,-73.891334466860002,POINT (-73.891334466857 40.865636514222),0.064781509575097,0.000243681635883
2077,92,row-kpuf~sekq.fdui,rv-8sgj-ta8d.qt46,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0703,Norwood,Nrwd,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),22139.0109332,1.460561799818293,67982227,02/13/2026 05:34:32 PM,02/12/2026 12:04:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN,RESIDENTIAL BUILDING,10467,115 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,E 204 ST,E 205 ST,EAST 208 STREET,JEROME AVENUE,ADDRESS,BRONX,JEROME AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,07 BRONX,11,Precinct 52,2033260001,BRONX,1016868,258955,ONLINE,Unspecified,BRONX,,,,,,,,40.877385676250000,-73.882050876349993,POINT (-73.882050876349 40.87738567625),0.067684784429955,0.000156031771748
1645,93,row-3777.imws_a272,rv-bii4_jmz2~a85d,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0801,Kingsbridge Heights-Van Cortlandt Village,KngbrdgHts,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),20471.1176868,1.019163364917728,67980561,02/13/2026 06:40:14 PM,02/13/2026 10:19:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2824 UNIVERSITY AVENUE,UNIVERSITY AVENUE,W KINGSBRIDGE RD,W 229 ST,HEATH AVENUE,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,HEATH AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 BRONX,14,Precinct 50,2032500152,BRONX,1012188,257073,ONLINE,Unspecified,BRONX,,,,,,,,40.872236224410003,-73.898981937670001,POINT (-73.898981937669 40.872236224415),0.064535902823776,0.000108878064201
1087,94,row-dp3q~jatp_fq57,rv-nqad.vq7b.pv5g,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0802,Kingsbridge-Marble Hill,Kngbrdg,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),19810.9594858,1.143891602214102,67978093,02/12/2026 01:48:42 PM,02/12/2026 03:33:38 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED,RESIDENTIAL BUILDING,10463,3136 GODWIN TERRACE,GODWIN TERRACE,W 236 ST,W 238 ST,WEST 238 STREET,TIBBETT AVENUE,ADDRESS,BRONX,TIBBETT AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/12/2026 12:00:00 AM,08 BRONX,11,Precinct 50,2057050025,BRONX,1010487,259919,PHONE,Unspecified,BRONX,,,,,,,,40.880052831560000,-73.905121252930002,POINT (-73.905121252932 40.880052831556),0.062206743498409,0.000122208628608
1884,95,row-9872-vham~kb99,rv-zq3s.x5jc-pnjt,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0803,Riverdale-Spuyten Duyvil,Rvrdl,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),37646.588373,5.851398934540365,67984780,02/13/2026 05:37:28 PM,02/11/2026 01:54:53 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA,RESIDENTIAL BUILDING,10471,6425 BROADWAY,BROADWAY,HUXLEY AVE,SPENCER AVE,WEST 254 STREET,WEST 255 STREET,ADDRESS,BRONX,MOSHOLU AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 BRONX,11,Precinct 50,2058512105,BRONX,1012894,268438,PHONE,Unspecified,BRONX,,,,,,,,40.903427289720000,-73.896380579419997,POINT (-73.896380579425 40.903427289724),0.113799691442782,0.000625277581295
2555,96,row-rffg_x6hg~xm94,rv-pq5s_e5iq-d5cs,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0901,Soundview-Bruckner-Bronx River,Sdvw_BxRvr,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),26836.620138,2.992262004161887,67983644,02/13/2026 12:52:24 PM,02/13/2026 09:02:31 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN,RESIDENTIAL BUILDING,10472,1589 EAST  172 STREET,EAST  172 STREET,MANOR AVE,STRATFORD AVE,BEACH AVENUE PEDESTRIAN OVERPASS,LELAND AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,09 BRONX,17,Precinct 43,2038660001,BRONX,1018407,242269,PHONE,Unspecified,BRONX,,,,,,,,40.831581803879999,-73.876570763830003,POINT (-73.876570763833 40.831581803882),0.084355030029250,0.000319437552579
913,97,row-5spp.icpm_xu2m,rv-su64_zm8c.wfmm,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0902,Soundview-Clason Point,Sdvw_ClsPt,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),40475.074276,2.817197473666194,67981384,02/13/2026 09:02:00 PM,02/12/2026 07:56:46 AM,DEP,Department of Environmental Protection,Sewer,Defective/Missing Curb Piece (SC4),SC4,RESIDENTIAL BUILDING,10473,711 WHITE PLAINS ROAD,WHITE PLAINS ROAD,UNDERHILL AVE,Q ST,THIERIOT AVENUE,STORY AVENUE,INTERSECTION,BRONX,NOBLE AVENUE,N/A,Open,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",02/12/2026 12:00:00 AM,09 BRONX,18,Precinct 43,2036000025,BRONX,1022292,239404,PHONE,Unspecified,BRONX,,,,,,,,40.823702326759999,-73.862548251570004,POINT (-73.862548251567 40.823702326765),0.128510970788733,0.000300688312466
1008,98,row-cxi9_jka3~52bx,rv-kzcw_dtks-eqph,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0903,Castle Hill-Unionport,CstlHl,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),42978.0972924,3.056342344902490,67981129,02/13/2026 02:52:49 PM,02/13/2026 06:06:00 AM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,10473,STORY AVENUE,STORY AVENUE,STORY AVENUE,OLMSTEAD AVENUE,STORY AVENUE,OLMSTEAD AVENUE,INTERSECTION,BRONX,HAVILAND AVENUE,N/A,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,02/13/2026 03:01:46 PM,09 BRONX,18,Precinct 43,2038000070,BRONX,1025048,239897,ONLINE,Unspecified,BRONX,,,,,,,,40.825043170320001,-73.852587409250006,POINT (-73.85258740925 40.825043170317),0.121582635856294,0.000326253796377
